,stateProvince,normTitleCategory,estimatedSalary,Job Category Frequency,Index,estimatedSalary/Index
644,IA,socialscience,57100.0,1,91.29999999999349,625.4107338445134
645,IA,sports,42128.57142857143,7,91.29999999999349,461.4301361289642
646,IA,techhelp,60094.444444444445,36,91.29999999999349,658.2085919435787
647,IA,techinfo,66171.18644067796,59,91.29999999999349,724.766554662461
648,IA,techsoftware,82189.0243902439,82,91.29999999999349,900.2083722918921
649,IA,therapy,72366.66666666667,63,91.29999999999349,792.6250456371504
650,IA,transport,33355.555555555555,9,91.29999999999349,365.34014847270464
651,IA,uncategorized,26097.972972972973,148,91.29999999999349,285.8485539208635
652,IA,veterinary,29654.545454545456,11,91.29999999999349,324.8033456138836
653,IA,warehouse,24691.764705882353,85,91.29999999999349,270.44649184977123
654,ID,accounting,45925.0,16,92.19999999999797,498.1019522776682
655,ID,admin,31080.303030303032,66,92.19999999999797,337.0965621507995
656,ID,arch,99000.0,1,92.19999999999797,1073.7527114967697
657,ID,arts,25100.0,2,92.19999999999797,272.234273318878
658,ID,care,23991.666666666668,12,92.19999999999797,260.2133044107071
659,ID,childcare,26996.55172413793,29,92.19999999999797,292.8042486349081
660,ID,construction,35452.380952380954,21,92.19999999999797,384.51606239025745
661,ID,customer,25539.436619718308,71,92.19999999999797,277.0003971769942
662,ID,driver,43191.011235955055,89,92.19999999999797,468.44914572620394
663,ID,education,42131.25,32,92.19999999999797,456.95498915402305
664,ID,engchem,92500.0,1,92.19999999999797,1003.2537960954668
665,ID,engcivil,57550.0,4,92.19999999999797,624.1865509761526
666,ID,engelectric,88640.0,5,92.19999999999797,961.3882863340775
667,ID,engid,80320.0,5,92.19999999999797,871.1496746204097
668,ID,finance,54483.333333333336,6,92.19999999999797,590.9255242227173
669,ID,food,23088.636363636364,88,92.19999999999797,250.41904949714612
670,ID,hospitality,33433.333333333336,3,92.19999999999797,362.61749819234353
671,ID,hr,47033.333333333336,3,92.19999999999797,510.1229211858392
672,ID,install,34971.60493827161,81,92.19999999999797,379.3015719986158
673,ID,insurance,37733.333333333336,3,92.19999999999797,409.25524222705167
674,ID,legal,39960.0,5,92.19999999999797,433.40563991324166
675,ID,management,44472.82608695652,92,92.19999999999797,482.3516929171095
676,ID,manufacturing,26880.0,20,92.19999999999797,291.54013015185024
677,ID,marketing,54723.07692307692,13,92.19999999999797,593.5257800767693
678,ID,meddental,38920.0,5,92.19999999999797,422.12581344903316
679,ID,meddr,158900.0,43,92.19999999999797,1723.4273318872397
680,ID,media,40233.333333333336,6,92.19999999999797,436.3702096890913
681,ID,medinfo,29581.81818181818,11,92.19999999999797,320.84401498718904
682,ID,mednurse,57769.67741935484,155,92.19999999999797,626.5691694073331
683,ID,medtech,41310.52631578947,38,92.19999999999797,448.0534307569456
684,ID,military,36155.555555555555,9,92.19999999999797,392.1426849843422
685,ID,personal,38500.0,5,92.19999999999797,417.5704989154105
686,ID,pharmacy,71437.5,8,92.19999999999797,774.8101952277827
687,ID,project,76214.28571428571,7,92.19999999999797,826.61915091418
688,ID,protective,30895.0,20,92.19999999999797,335.0867678958859
689,ID,realestate,48342.857142857145,7,92.19999999999797,524.3259993802409
690,ID,retail,27720.0,95,92.19999999999797,300.65075921909556
691,ID,sales,42302.7027027027,74,92.19999999999797,458.81456293604805
692,ID,sanitation,24519.354838709678,31,92.19999999999797,265.93660345672686
693,ID,science,47111.11111111111,9,92.19999999999797,510.9664979513248
694,ID,service,35573.07692307692,26,92.19999999999797,385.8251293175456
695,ID,sports,32233.333333333332,3,92.19999999999797,349.60231381056445
696,ID,techhelp,60975.0,12,92.19999999999797,661.3340563991469
697,ID,techinfo,72464.28571428571,14,92.19999999999797,785.9466997211205
698,ID,techsoftware,81574.19354838709,31,92.19999999999797,884.7526415226561
699,ID,therapy,60945.94594594595,37,92.19999999999797,661.0189365070205
700,ID,transport,41760.0,5,92.19999999999797,452.9284164859102
701,ID,uncategorized,30658.97435897436,39,92.19999999999797,332.526836865239
702,ID,veterinary,23320.0,5,92.19999999999797,252.92841648590579
703,ID,warehouse,24562.068965517243,29,92.19999999999797,266.3998803201495
704,IL,accounting,62693.72197309417,446,97.19999999997191,644.997139641073
705,IL,admin,37975.58620689655,725,97.19999999997191,390.6953313467852
706,IL,agriculture,49640.0,5,97.19999999997191,510.6995884775138
707,IL,arch,73164.40677966102,59,97.19999999997191,752.72023435887
708,IL,arts,52945.23809523809,42,97.19999999997191,544.7040956301789
709,IL,aviation,49280.0,5,97.19999999997191,506.99588477380905
710,IL,care,24475.816993464054,153,97.19999999997191,251.80881680525852
711,IL,childcare,27654.4794188862,413,97.19999999997191,284.5111051326563
712,IL,construction,32449.079754601225,163,97.19999999997191,333.838269080356
713,IL,customer,29613.694267515923,628,97.19999999997191,304.66763649716546
714,IL,driver,47473.760932944606,1029,97.19999999997191,488.41317832261655
715,IL,education,45272.78350515464,485,97.19999999997191,465.76937762518236
716,IL,engchem,96425.0,4,97.19999999997191,992.0267489714802
717,IL,engcivil,85630.64516129032,62,97.19999999997191,880.9737156513896
718,IL,engelectric,69260.60606060606,33,97.19999999997191,712.5576755208444
719,IL,engid,85604.21052631579,95,97.19999999997191,880.7017543862194
720,IL,engmech,77851.51515151515,33,97.19999999997191,800.9415139047084
721,IL,finance,67198.16513761468,109,97.19999999997191,691.3391475065237
722,IL,food,25999.252934898614,937,97.19999999997191,267.4820260792811
723,IL,hospitality,28613.88888888889,36,97.19999999997191,294.38157293104075
724,IL,hr,61362.439024390245,205,97.19999999997191,631.3008130083125
725,IL,install,37159.25925925926,621,97.19999999997191,382.29690595956794
726,IL,insurance,51746.0,100,97.19999999997191,532.3662551441868
727,IL,legal,77851.19047619047,84,97.19999999997191,800.9381736235903
728,IL,management,58160.406885758995,1278,97.19999999997191,598.3580955326729
729,IL,manufacturing,32678.193146417445,321,97.19999999997191,336.1954027410174
730,IL,marketing,54478.5,200,97.19999999997191,560.4783950618904
731,IL,math,79787.5,96,97.19999999997191,820.8590534981796
732,IL,meddental,52513.72549019608,51,97.19999999997191,540.2646655371528
733,IL,meddr,144580.45602605864,307,97.19999999997191,1487.4532512973294
734,IL,media,50447.619047619046,63,97.19999999997191,519.0084264159838
735,IL,medinfo,40570.707070707074,99,97.19999999997191,417.39410566583126
736,IL,mednurse,58672.73631840796,1005,97.19999999997191,603.6289744693921
737,IL,medtech,41764.550264550264,378,97.19999999997191,429.67644305105284
738,IL,military,34287.5,8,97.19999999997191,352.75205761327067
739,IL,mining,21300.0,1,97.19999999997191,219.13580246919915
740,IL,personal,39249.18032786885,122,97.19999999997191,403.7981515214012
741,IL,pharmacy,44369.230769230766,78,97.19999999997191,456.4735675848106
742,IL,project,84995.90643274854,171,97.19999999997191,874.4434818186534
743,IL,protective,30679.166666666668,120,97.19999999997191,315.62928669419273
744,IL,realestate,54820.0,55,97.19999999997191,563.991769547488
745,IL,retail,29146.521287642783,963,97.19999999997191,299.8613301198684
746,IL,sales,54022.6826608506,917,97.19999999997191,555.7889162640557
747,IL,sanitation,25609.6875,320,97.19999999997191,263.47415123464407
748,IL,science,65057.627118644064,118,97.19999999997191,669.3171514265727
749,IL,service,42144.88636363636,352,97.19999999997191,433.58936588115785
750,IL,socialscience,50816.666666666664,6,97.19999999997191,522.8052126201785
751,IL,sports,37553.125,32,97.19999999997191,386.3490226338565
752,IL,tech,38700.0,1,97.19999999997191,398.1481481482632
753,IL,techhelp,67600.45045045044,222,97.19999999997191,695.4778852929011
754,IL,techinfo,75474.39024390244,328,97.19999999997191,776.4854963366693
755,IL,techsoftware,96050.72231139647,623,97.19999999997191,988.1761554673275
756,IL,therapy,59987.94520547945,365,97.19999999997191,617.1599300977036
757,IL,transport,51865.454545454544,55,97.19999999997191,533.5952113731433
758,IL,uncategorized,36118.37606837607,468,97.19999999997191,371.58823115623983
759,IL,veterinary,33056.09756097561,41,97.19999999997191,340.0833082405881
760,IL,warehouse,25228.212290502794,358,97.19999999997191,259.54950916162636
761,IN,accounting,53367.88321167883,137,91.09999999998587,585.8165006771362
762,IN,admin,31993.690851735017,317,91.09999999998587,351.19309387200855
763,IN,agriculture,35057.142857142855,7,91.09999999998587,384.8204484868089
764,IN,arch,56833.333333333336,18,91.09999999998587,623.8565678742278
765,IN,arts,48777.77777777778,9,91.09999999998587,535.4311501403441
766,IN,aviation,49466.666666666664,3,91.09999999998587,542.9930479327589
767,IN,care,25543.283582089553,67,91.09999999998587,280.387306060302
768,IN,childcare,28002.808988764045,178,91.09999999998587,307.3853895583797
769,IN,construction,34580.0,110,91.09999999998587,379.58287596054186
770,IN,customer,25891.076923076922,325,91.09999999998587,284.20501562108603
771,IN,driver,45069.2628650904,719,91.09999999998587,494.7229732721997
772,IN,education,41814.743589743586,156,91.09999999998587,458.998283092756
773,IN,engchem,92500.0,2,91.09999999998587,1015.3677277718369
774,IN,engcivil,74455.55555555556,9,91.09999999998587,817.2947920479376
775,IN,engelectric,62900.0,21,91.09999999998587,690.4500548848491
776,IN,engid,77257.4074074074,54,91.09999999998587,848.0505752735388
777,IN,engmech,78296.29629629629,27,91.09999999998587,859.4544050088741
778,IN,finance,55823.80952380953,21,91.09999999998587,612.7750771000899
779,IN,food,24102.745664739883,692,91.09999999998587,264.57459566129114
780,IN,hospitality,28362.5,16,91.09999999998587,311.3336992316619
781,IN,hr,52672.58064516129,62,91.09999999998587,578.1842002762838
782,IN,install,36107.28476821192,453,91.09999999998587,396.347802066054
783,IN,insurance,46561.90476190476,21,91.09999999998587,511.107626365664
784,IN,legal,67666.66666666667,15,91.09999999998587,742.7735089646231
785,IN,management,45291.379310344826,696,91.09999999998587,497.16113403240234
786,IN,manufacturing,28433.333333333332,228,91.09999999998587,312.11123307725296
787,IN,marketing,42860.0,40,91.09999999998587,470.4720087816317
788,IN,math,61743.75,16,91.09999999998587,677.7579582877012
789,IN,meddental,46634.782608695656,23,91.09999999998587,511.9076027299988
790,IN,meddr,158545.3125,192,91.09999999998587,1740.3437156973062
791,IN,media,45643.75,16,91.09999999998587,501.02908891335983
792,IN,medinfo,34014.606741573036,89,91.09999999998587,373.37658333236345
793,IN,mednurse,56053.6432160804,796,91.09999999998587,615.2979496826465
794,IN,medtech,39025.766871165644,326,91.09999999998587,428.3838295408529
795,IN,military,35869.230769230766,13,91.09999999998587,393.7346956008379
796,IN,mining,27475.0,4,91.09999999998587,301.59165751925644
797,IN,personal,36906.666666666664,45,91.09999999998587,405.122575923956
798,IN,pharmacy,46460.0,60,91.09999999998587,509.98902305167076
799,IN,project,74995.0,60,91.09999999998587,823.216245883772
800,IN,protective,28479.62962962963,54,91.09999999998587,312.61942513319485
801,IN,realestate,40800.0,28,91.09999999998587,447.85949506044267
802,IN,retail,27450.542635658916,645,91.09999999998587,301.3231902926803
803,IN,sales,47357.05882352941,340,91.09999999998587,519.8359914768031
804,IN,sanitation,23377.19298245614,171,91.09999999998587,256.6102413003268
805,IN,science,41997.22222222222,36,91.09999999998587,461.0013416270992
806,IN,service,38010.78066914498,269,91.09999999998587,417.24237836609086
807,IN,socialscience,50733.333333333336,6,91.09999999998587,556.8971825833282
808,IN,sports,34943.47826086957,23,91.09999999998587,383.5727580776618
809,IN,tech,39850.0,2,91.09999999998587,437.43139407251573
810,IN,techhelp,58744.897959183676,49,91.09999999998587,644.8397141514027
811,IN,techinfo,66198.83720930232,86,91.09999999998587,726.6612207388869
812,IN,techsoftware,88041.66666666667,120,91.09999999998587,966.4288327846359
813,IN,therapy,53771.61016949153,236,91.09999999998587,590.248190664104
814,IN,transport,41252.63157894737,19,91.09999999998587,452.8280085505353
815,IN,uncategorized,26550.78125,256,91.09999999998587,291.4465559824821
816,IN,veterinary,36411.76470588235,17,91.09999999998587,399.6900626332382
817,IN,warehouse,23574.770642201835,218,91.09999999998587,258.7790410779966
818,KS,accounting,51300.0,68,90.2000000000058,568.736141906837
819,KS,admin,33173.97260273973,146,90.2000000000058,367.7824013607272
820,KS,agriculture,35833.333333333336,3,90.2000000000058,397.265336289701
821,KS,arch,73166.66666666667,6,90.2000000000058,811.1603843310639
822,KS,arts,44400.0,8,90.2000000000058,492.2394678491923
823,KS,aviation,47366.666666666664,3,90.2000000000058,525.1293422024792
824,KS,care,25942.85714285714,14,90.2000000000058,287.61482420017154
825,KS,childcare,27943.037974683546,79,90.2000000000058,309.7897779898198
826,KS,construction,31194.117647058825,34,90.2000000000058,345.8327898786787
827,KS,customer,27136.029411764706,136,90.2000000000058,300.84289813484435
828,KS,driver,49061.70212765958,235,90.2000000000058,543.9213096192508
829,KS,education,42994.8275862069,116,90.2000000000058,476.6610597140148
830,KS,engchem,69233.33333333333,3,90.2000000000058,767.553584626706
831,KS,engcivil,79000.0,5,90.2000000000058,875.8314855875268
832,KS,engelectric,79333.33333333333,6,90.2000000000058,879.5269770878961
833,KS,engid,72966.66666666667,21,90.2000000000058,808.9430894308423
834,KS,engmech,74033.33333333333,3,90.2000000000058,820.768662232024
835,KS,finance,50305.882352941175,17,90.2000000000058,557.714881961618
836,KS,food,23854.285714285714,280,90.2000000000058,264.4599303135718
837,KS,hospitality,34040.0,5,90.2000000000058,377.3835920177141
838,KS,hr,54962.96296296296,27,90.2000000000058,609.3454873942287
839,KS,install,37680.87431693989,183,90.2000000000058,417.7480522942069
840,KS,insurance,50156.52173913043,23,90.2000000000058,556.0589993251353
841,KS,legal,53412.5,8,90.2000000000058,592.1563192904275
842,KS,management,49694.14225941423,239,90.2000000000058,550.9328410134261
843,KS,manufacturing,30048.192771084337,83,90.2000000000058,333.12852296100226
844,KS,marketing,47148.148148148146,27,90.2000000000058,522.7067422189037
845,KS,math,67830.76923076923,13,90.2000000000058,752.0040934674598
846,KS,meddental,56215.38461538462,13,90.2000000000058,623.2304281084369
847,KS,meddr,148733.33333333334,45,90.2000000000058,1648.928307464787
848,KS,media,41300.0,4,90.2000000000058,457.8713968957577
849,KS,medinfo,37120.0,25,90.2000000000058,411.52993348112653
850,KS,mednurse,52843.865030674846,326,90.2000000000058,585.852162202566
851,KS,medtech,36708.10810810811,111,90.2000000000058,406.9635045244539
852,KS,military,38480.0,15,90.2000000000058,426.6075388026333
853,KS,personal,35553.333333333336,15,90.2000000000058,394.1611234293908
854,KS,pharmacy,52685.71428571428,14,90.2000000000058,584.0988280012294
855,KS,project,69307.4074074074,27,90.2000000000058,768.3748049601213
856,KS,protective,29140.625,32,90.2000000000058,323.0667960088484
857,KS,realestate,48764.28571428572,14,90.2000000000058,540.6240101361706
858,KS,retail,27745.762711864405,236,90.2000000000058,307.60269081887606
859,KS,sales,49829.93630573248,157,90.2000000000058,552.4383182453356
860,KS,sanitation,23451.785714285714,56,90.2000000000058,259.9976243268759
861,KS,science,43000.0,26,90.2000000000058,476.7184035476412
862,KS,service,38955.769230769234,52,90.2000000000058,431.88214224796815
863,KS,socialscience,49200.0,1,90.2000000000058,545.4545454545104
864,KS,sports,36914.28571428572,7,90.2000000000058,409.2492872980415
865,KS,techhelp,61945.0,40,90.2000000000058,686.751662971131
866,KS,techinfo,68050.0,38,90.2000000000058,754.434589800395
867,KS,techsoftware,80581.3953488372,86,90.2000000000058,893.3635847985812
868,KS,therapy,64580.80808080808,99,90.2000000000058,715.9734820488239
869,KS,transport,37180.0,10,90.2000000000058,412.195121951193
870,KS,uncategorized,29755.81395348837,86,90.2000000000058,329.8870726550605
871,KS,veterinary,32200.0,9,90.2000000000058,356.9844789356755
872,KS,warehouse,23898.630136986303,73,90.2000000000058,264.95155362510826
873,KY,accounting,53398.333333333336,60,93.70000000000742,569.8861615083149
874,KY,admin,31323.91304347826,184,93.70000000000742,334.3000324810649
875,KY,agriculture,25100.0,2,93.70000000000742,267.8762006403203
876,KY,arch,74460.0,5,93.70000000000742,794.6638207043127
877,KY,arts,43611.11111111111,9,93.70000000000742,465.43341634052996
878,KY,aviation,46514.28571428572,7,93.70000000000742,496.41713675861297
879,KY,care,24017.94871794872,39,93.70000000000742,256.3281613441496
880,KY,childcare,27069.41176470588,85,93.70000000000742,288.89446920708366
881,KY,construction,33035.087719298244,57,93.70000000000742,352.562302233678
882,KY,customer,24235.03184713376,157,93.70000000000742,258.6449503429225
883,KY,driver,46051.565762004175,479,93.70000000000742,491.47882350053925
884,KY,education,43769.072164948455,97,93.70000000000742,467.1192333505335
885,KY,engchem,79766.66666666667,3,93.70000000000742,851.2984702952012
886,KY,engcivil,55400.0,5,93.70000000000742,591.2486659551292
887,KY,engelectric,65873.33333333333,15,93.70000000000742,703.0238349341314
888,KY,engid,76857.14285714286,21,93.70000000000742,820.2469888701896
889,KY,engmech,65125.0,4,93.70000000000742,695.0373532550143
890,KY,finance,56728.57142857143,7,93.70000000000742,605.4276566549299
891,KY,food,25272.014925373136,268,93.70000000000742,269.71200560694916
892,KY,hospitality,34350.0,10,93.70000000000742,366.5955176093626
893,KY,hr,57157.89473684211,38,93.70000000000742,610.0095489523754
894,KY,install,37879.8353909465,243,93.70000000000742,404.26718666962114
895,KY,insurance,46416.666666666664,12,93.70000000000742,495.3753112770863
896,KY,legal,69875.0,12,93.70000000000742,745.7310565634415
897,KY,management,43923.361823361825,351,93.70000000000742,468.7658679120421
898,KY,manufacturing,30250.0,94,93.70000000000742,322.8388473852466
899,KY,marketing,59347.619047619046,42,93.70000000000742,633.3790720129599
900,KY,math,57575.0,8,93.70000000000742,614.4610458910932
901,KY,meddental,50466.666666666664,15,93.70000000000742,538.59836357164
902,KY,meddr,154433.6448598131,107,93.70000000000742,1648.1712364973412
903,KY,media,46200.0,7,93.70000000000742,493.0629669156493
904,KY,medinfo,36195.65217391304,23,93.70000000000742,386.2929794440787
905,KY,mednurse,52915.23642732049,571,93.70000000000742,564.7303780930234
906,KY,medtech,42400.0,119,93.70000000000742,452.5080042689076
907,KY,military,43120.0,5,93.70000000000742,460.192102454606
908,KY,personal,38700.0,20,93.70000000000742,413.02027748129063
909,KY,pharmacy,36448.717948717946,39,93.70000000000742,388.9937881399686
910,KY,project,67661.53846153847,26,93.70000000000742,722.108201297045
911,KY,protective,25931.428571428572,35,93.70000000000742,276.7495044976149
912,KY,realestate,44725.0,8,93.70000000000742,477.3212379935588
913,KY,retail,26110.493827160495,324,93.70000000000742,278.6605531180195
914,KY,sales,46168.36734693877,196,93.70000000000742,492.72537189898736
915,KY,sanitation,23723.157894736843,95,93.70000000000742,253.1820479694233
916,KY,science,45105.555555555555,18,93.70000000000742,481.3826633463392
917,KY,service,40370.833333333336,96,93.70000000000742,430.8520099608339
918,KY,socialscience,108150.0,2,93.70000000000742,1154.2155816434517
919,KY,sports,32286.666666666668,15,93.70000000000742,344.57488438275465
920,KY,tech,50200.0,1,93.70000000000742,535.7524012806406
921,KY,techhelp,58296.42857142857,28,93.70000000000742,622.1603903033506
922,KY,techinfo,65105.26315789474,38,93.70000000000742,694.8267145986082
923,KY,techsoftware,83628.30188679245,53,93.70000000000742,892.5112261129758
924,KY,therapy,64476.576576576575,111,93.70000000000742,688.117145961275
925,KY,transport,43493.75,16,93.70000000000742,464.1808964780849
926,KY,uncategorized,25951.923076923078,104,93.70000000000742,276.9682292094026
927,KY,veterinary,29711.11111111111,9,93.70000000000742,317.0876319221852
928,KY,warehouse,23648.55072463768,138,93.70000000000742,252.38581349664682
929,LA,accounting,52495.744680851065,47,94.40000000000116,556.098990263246
930,LA,admin,36017.1875,128,94.40000000000116,381.5380031779614
931,LA,agriculture,29266.666666666668,3,94.40000000000116,310.02824858756685
932,LA,arch,55500.0,4,94.40000000000116,587.9237288135521
933,LA,arts,54125.0,4,94.40000000000116,573.3580508474506
934,LA,care,28038.46153846154,13,94.40000000000116,297.01760104302116
935,LA,childcare,28022.222222222223,90,94.40000000000116,296.84557438794366
936,LA,construction,34915.78947368421,57,94.40000000000116,369.8706512042774
937,LA,customer,26030.303030303032,132,94.40000000000116,275.74473549049486
938,LA,driver,49045.230769230766,325,94.40000000000116,519.5469361147263
939,LA,education,46421.62162162162,74,94.40000000000116,491.7544663307315
940,LA,engchem,89600.0,1,94.40000000000116,949.1525423728697
941,LA,engcivil,70966.66666666667,12,94.40000000000116,751.7655367231547
942,LA,engelectric,70440.0,5,94.40000000000116,746.186440677957
943,LA,engid,77462.5,16,94.40000000000116,820.5773305084646
944,LA,engmech,87750.0,2,94.40000000000116,929.5550847457513
945,LA,finance,51471.42857142857,7,94.40000000000116,545.2481840193637
946,LA,food,26635.6,250,94.40000000000116,282.1567796610135
947,LA,hospitality,30640.0,5,94.40000000000116,324.5762711864367
948,LA,hr,49516.0,25,94.40000000000116,524.5338983050783
949,LA,install,40000.833333333336,240,94.40000000000116,423.7376412429327
950,LA,insurance,43358.333333333336,12,94.40000000000116,459.30437853106787
951,LA,legal,71307.69230769231,13,94.40000000000116,755.3780964797821
952,LA,management,43465.3125,320,94.40000000000116,460.4376324152486
953,LA,manufacturing,34236.84210526316,57,94.40000000000116,362.6784121320206
954,LA,marketing,42262.5,24,94.40000000000116,447.6959745762657
955,LA,math,62233.333333333336,6,94.40000000000116,659.2514124293705
956,LA,meddental,71257.14285714286,7,94.40000000000116,754.8426150120972
957,LA,meddr,155294.91525423728,59,94.40000000000116,1645.0732548118153
958,LA,media,39566.666666666664,3,94.40000000000116,419.1384180790909
959,LA,medinfo,41062.5,32,94.40000000000116,434.9841101694862
960,LA,mednurse,56916.97530864197,324,94.40000000000116,602.9340604728949
961,LA,medtech,44070.17543859649,114,94.40000000000116,466.8450787986859
962,LA,military,46155.555555555555,9,94.40000000000116,488.93596986816726
963,LA,mining,24800.0,1,94.40000000000116,262.71186440677644
964,LA,personal,29841.666666666668,12,94.40000000000116,316.119350282482
965,LA,pharmacy,43916.666666666664,24,94.40000000000116,465.21892655366656
966,LA,project,72510.52631578948,19,94.40000000000116,768.1199821587775
967,LA,protective,34767.74193548387,31,94.40000000000116,368.3023510114772
968,LA,realestate,43383.333333333336,12,94.40000000000116,459.56920903954244
969,LA,retail,26468.51851851852,270,94.40000000000116,280.3868487131165
970,LA,sales,49041.44736842105,152,94.40000000000116,519.5068577163183
971,LA,sanitation,23611.627906976744,86,94.40000000000116,250.12317698068279
972,LA,science,52293.333333333336,15,94.40000000000116,553.9548022598802
973,LA,service,43077.27272727273,66,94.40000000000116,456.32704160245976
974,LA,socialscience,61120.0,5,94.40000000000116,647.4576271186361
975,LA,sports,40788.88888888889,9,94.40000000000116,432.0856873822923
976,LA,techhelp,49331.818181818184,22,94.40000000000116,522.5828197226439
977,LA,techinfo,65580.55555555556,36,94.40000000000116,694.7092749529106
978,LA,techsoftware,92170.73170731707,41,94.40000000000116,976.3848697808892
979,LA,therapy,62547.36842105263,57,94.40000000000116,662.5780553077528
980,LA,transport,36600.0,10,94.40000000000116,387.7118644067749
981,LA,uncategorized,34168.42105263158,95,94.40000000000116,361.95361284566906
982,LA,veterinary,25344.444444444445,9,94.40000000000116,268.4792843691116
983,LA,warehouse,24238.636363636364,44,94.40000000000116,256.76521571648374
984,MA,accounting,60070.16949152543,295,132.89999999998798,451.9952557677265
985,MA,admin,37405.89473684211,475,132.89999999998798,281.45895212073356
986,MA,agriculture,18500.0,2,132.89999999998798,139.20240782544525
987,MA,arch,62670.0,10,132.89999999998798,471.55756207679207
988,MA,arts,65288.88888888889,36,132.89999999998798,491.2632723016915
989,MA,aviation,60825.0,4,132.89999999998798,457.6749435666328
990,MA,care,26911.627906976744,86,132.89999999998798,202.49531908938434
991,MA,childcare,27931.7880794702,302,132.89999999998798,210.17146786661192
992,MA,construction,39520.833333333336,72,132.89999999998798,297.3727113117901
993,MA,customer,32271.0843373494,332,132.89999999998798,242.82230502146214
994,MA,driver,40849.15254237288,295,132.89999999998798,307.3675887312007
995,MA,education,46282.56658595642,413,132.89999999998798,348.2510653571151
996,MA,engchem,67837.5,8,132.89999999998798,510.4401805869536
997,MA,engcivil,84136.36363636363,11,132.89999999998798,633.0802380464352
998,MA,engelectric,86346.42857142857,28,132.89999999998798,649.7097710416582
999,MA,engid,86979.59183673469,98,132.89999999998798,654.4739792079952
1000,MA,engmech,82413.51351351352,37,132.89999999998798,620.1167307262676
1001,MA,finance,69337.5,56,132.89999999998798,521.7268623025302
1002,MA,food,27051.04895104895,572,132.89999999998798,203.54438638864858
1003,MA,hospitality,32376.666666666668,30,132.89999999998798,243.61675445199094
1004,MA,hr,64921.192052980135,151,132.89999999998798,488.4965541985403
1005,MA,install,40018.13725490196,408,132.89999999998798,301.1146520308922
1006,MA,insurance,58569.69696969697,33,132.89999999998798,440.70501858316226
1007,MA,legal,78175.40983606558,61,132.89999999998798,588.2273125362877
1008,MA,management,65311.805555555555,864,132.89999999998798,491.43570771679055
1009,MA,manufacturing,32752.247191011236,178,132.89999999998798,246.44279300988862
1010,MA,marketing,64727.950310559005,161,132.89999999998798,487.04251550462646
1011,MA,math,82522.91666666667,48,132.89999999998798,620.9399297718144
1012,MA,meddental,57690.74074074074,54,132.89999999998798,434.0913524510606
1013,MA,meddr,143742.78846153847,208,132.89999999998798,1081.5860681832314
1014,MA,media,46785.71428571428,42,132.89999999998798,352.0369773191762
1015,MA,medinfo,48422.784810126584,79,132.89999999998798,364.3550399558387
1016,MA,mednurse,58197.062146892655,885,132.89999999998798,437.9011448224072
1017,MA,medtech,47196.10778443114,334,132.89999999998798,355.12496451794885
1018,MA,military,36750.0,4,132.89999999998798,276.5237020316277
1019,MA,personal,37104.255319148935,47,132.89999999998798,279.1892800538171
1020,MA,pharmacy,46940.57971014493,69,132.89999999998798,353.20225515537373
1021,MA,project,78806.20689655172,145,132.89999999998798,592.9737163021734
1022,MA,protective,35225.2427184466,103,132.89999999998798,265.050735278027
1023,MA,realestate,50559.09090909091,22,132.89999999998798,380.4295779465424
1024,MA,retail,30041.235392320534,599,132.89999999998798,226.04390814389203
1025,MA,sales,57680.434782608696,552,132.89999999998798,434.01380573825367
1026,MA,sanitation,25300.60606060606,165,132.89999999998798,190.3732585448333
1027,MA,science,69849.72972972973,185,132.89999999998798,525.5811115856739
1028,MA,service,38931.007751937985,387,132.89999999998798,292.93459557518065
1029,MA,socialscience,57476.92307692308,13,132.89999999998798,432.4824911732752
1030,MA,sports,38377.5,40,132.89999999998798,288.76975169302835
1031,MA,tech,52950.0,2,132.89999999998798,398.41986455985545
1032,MA,techhelp,68103.73831775702,107,132.89999999998798,512.443478688963
1033,MA,techinfo,81205.859375,256,132.89999999998798,611.0297921370003
1034,MA,techsoftware,100340.3041825095,526,132.89999999998798,755.0060510347522
1035,MA,therapy,62893.8223938224,259,132.89999999998798,473.2417034900533
1036,MA,transport,63637.5,24,132.89999999998798,478.837471783339
1037,MA,uncategorized,46386.742424242424,264,132.89999999998798,349.03493170990686
1038,MA,veterinary,33751.21951219512,41,132.89999999998798,253.95951476447084
1039,MA,warehouse,25710.614525139667,179,132.89999999998798,193.45834857142205
1040,MD,accounting,57777.27272727273,176,128.69999999998097,448.9298580208335
1041,MD,admin,39755.33980582524,412,128.69999999998097,308.899299190607
1042,MD,agriculture,28600.0,1,128.69999999998097,222.22222222225508
1043,MD,arch,70500.0,13,128.69999999998097,547.7855477856288
1044,MD,arts,46408.333333333336,24,128.69999999998097,360.59311059316394
1045,MD,aviation,89450.0,2,128.69999999998097,695.0271950272978
1046,MD,care,25776.470588235294,34,128.69999999998097,200.2833767539946
1047,MD,childcare,27673.127753303965,227,128.69999999998097,215.02041766362126
1048,MD,construction,37429.47368421053,95,128.69999999998097,290.8273013536601
1049,MD,customer,28252.45901639344,244,128.69999999998097,219.52182607923555
1050,MD,driver,45815.18987341772,316,128.69999999998097,355.98438130088965
1051,MD,education,45698.82352941176,255,128.69999999998097,355.08021390379577
1052,MD,engchem,81800.0,1,128.69999999998097,635.5866355867296
1053,MD,engcivil,81914.28571428571,14,128.69999999998097,636.4746364747306
